İlan Numarası,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Fiyat Durumu,Ada,Parsel,Fiyat,Location,İlan linki,Eşya Durumu,Takas,Depozito,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Aidat,WC Sayısı,Yapı Durumu,Yapı Tipi,Banyo Metrekare,Balkon Metrekare,Görüntülü Gezilebilir mi?,Enerji Kimlik Belgesi,Salon Metrekare,WC Metrekare
19347975,09 Mayıs 2026,Konut,Kiralık,Daire,50 m²,70 m²,1+1,0 (Yeni),3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,1690,2,16.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/nasreddin-emlaktan-hastane-yolu-uzeri-kiralik-11-daire-19347975,,,,,,,,,,,,,,,,
19347194,09 Mayıs 2026,Konut,Kiralık,Daire,140 m²,155 m²,3+1,5-10,Yüksek Giriş,4,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,31671,15,25.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/stardan-adliye-binasi-yaninda-kiralik-bakimli-daire-31-19347194,,,,,,,,,,,,,,,,
19346408,26 Mayıs 2026,Konut,Kiralık,Daire,135 m²,145 m²,3+1,11-15,7.Kat,7,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,600,11,20.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-kozagac-tokide-esyali-kiralik-31-daire-19346408,,,,,,,,,,,,,,,,
19345954,09 Mayıs 2026,Konut,Kiralık,Daire,35 m²,50 m²,1+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,15.000TL,Konya - Seydişehir ,https://www.emlakjet.com/ilan/ituncay-dan-carsi-merkezde-kiralik-esyali-11-daire-19345954,Eşyalı,Yok,,,,,,,,,,,,,,
19345222,08 Mayıs 2026,Konut,Kiralık,Daire,205 m²,215 m²,4+1,11-15,9.Kat,12,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,,,50.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/yazir-mahallesinde-ecdat-parki-karsisinda-kiralik-daire-19345222,,Yok,50000 TL,,,,2750 TL,,,,,,,,,
19344752,27 Mayıs 2026,Konut,Kiralık,Daire,127 m²,160 m²,3+1,21 Ve Üzeri,10.Kat,11,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,3073,56,22.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/nisantasi-mahallesinde-kiralik-31-19344752,,,,,,,,,,,,,,,,
19344341,08 Mayıs 2026,Konut,Kiralık,Daire,120 m²,140 m²,2+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,715,60,20.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/nasreddin-emlaktan-kosuyolu-civari-kiralik-esyali-daire-19344341,,,,,,,,,,,,,,,,
19343973,12 Mayıs 2026,Konut,Kiralık,Daire,125 m²,130 m²,3+1,11-15,Kot 4 (-4).Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,244,2,18.500TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/elit-emlak-tan-kiralik-31-asansor-var-19343973,,,,,,,,,,,,,,,,
19343783,08 Mayıs 2026,Konut,Kiralık,Daire,95 m²,110 m²,2+1,5-10,Kot 2 (-2).Kat,4,Merkezi Kömür,Boş,Kat Mülkiyeti,Hayır,1,Birim Fiyat,714,195,20.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/maya-emlak-tan-aksehir-park-hayat-yani-full-esyali-21-daire-19343783,,,,,,,,,,,,,,,,
19343209,08 Mayıs 2026,Konut,Kiralık,Daire,60 m²,70 m²,1+1,5-10,1.Kat,7,Elektrikli Radyatör,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,19.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/residans-hill-de-esyali-kiralik-daire-19343209,,Yok,19000 TL,,,,2250 TL,,,,,,,,,
19343186,12 Mayıs 2026,Konut,Kiralık,Daire,60 m²,65 m²,1+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,19.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kosova-mahallesi-nde-esyali-kiralik-daire-19343186,,Yok,19000 TL,,,,650 TL,,,,,,,,,
19342412,08 Mayıs 2026,Konut,Kiralık,Daire,115 m²,150 m²,3+1,21 Ve Üzeri,4.Kat,8,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,22.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/enes-acur-dan-selcuk-ecza-deposu-yani-kiralik-daire-19342412,Boş,Yok,,,,,,,,,,,,,,
19341163,08 Mayıs 2026,Konut,Kiralık,Daire,100 m²,120 m²,3+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,Genel Fiyat,,,32.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/bakyapi-prestij-parkta-31-esyali-kiralik-daire-19341163,Eşyalı,Yok,,,,,,,,,,,,,,
19340989,23 Mayıs 2026,Konut,Kiralık,Daire,105 m²,120 m²,2+1,0 (Yeni),2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,160,2,22.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/rota-dan-kiralik-gazi-mah-daire-19340989,,,,Var,1,Açık Balkon,,,,,,,,,,
19339994,07 Mayıs 2026,Konut,Kiralık,Daire,130 m²,145 m²,3+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,2,Genel Fiyat,,,21.000TL,Konya - Ilgın ,https://www.emlakjet.com/ilan/merkezi-konumda-kiralik-31-daire-19339994,Boş,Yok,,,,,,,,,,,,,,
19339892,09 Mayıs 2026,Konut,Kiralık,Daire,85 m²,110 m²,2.5+1,21 Ve Üzeri,6.Kat,8,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,18.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/tramvaya-cephe-21-arakat-asansorlu-kiralik-daire-19339892,Boş,Yok,,,,,,,,,,,,,,
19339373,07 Mayıs 2026,Konut,Kiralık,Daire,90 m²,100 m²,2+1,0 (Yeni),2.Kat,4,Yerden Isıtma,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,,,24.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/yazir-mah-tramvaya-yurume-mesafesinde-kiralik-21-daire-19339373,Boş,Yok,,,,,,,,,,,,,,
19339115,07 Mayıs 2026,Konut,Kiralık,Daire,130 m²,150 m²,3+1,5-10,5.Kat,8,Merkezi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,Genel Fiyat,871,39,20.000TL,Konya - Seydişehir ,https://www.emlakjet.com/ilan/konya-seydisehir-alaylar-iki-mahallesinde-19339115,Boş,Yok,0 TL,Var,2,Kapalı Balkon,350 TL,2,İkinci El,Betonarme,4 m²,9 m²,,B Sınıfı,25 m²,3 m²
19337398,29 Mayıs 2026,Konut,Kiralık,Daire,70 m²,94 m²,2+1,11-15,4.Kat,6,Merkezi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,Genel Fiyat,,,14.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/meram-toki-godenede-1-etapta-arakat-21-19337398,Boş,Yok,,Var,1,Kapalı Balkon,1000 TL,2,İkinci El,Betonarme,,,Hayır,A Sınıfı,,
19336198,16 Mayıs 2026,Konut,Kiralık,Daire,140 m²,170 m²,3+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,23.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/baskent-ve-akademi-hastanesi-yakini-31-kiralik-daire-19336198,,Yok,,,,,300 TL,,,,,,,,,
19334233,06 Mayıs 2026,Konut,Kiralık,Daire,100 m²,110 m²,2+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/veysel-karani-caddesi-uzerinde-farabi-hastanesi-yani-21-daire-19334233,,Yok,,,,,1000 TL,,,,,,,,,
19332787,23 Mayıs 2026,Konut,Kiralık,Daire,85 m²,100 m²,2+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,21.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/talha-tozduman-dan-arakat-bakimli-boyali-21-daire-19332787,,Yok,,,,,500 TL,,,,,,,,,
19331122,05 Mayıs 2026,Konut,Kiralık,Daire,135 m²,155 m²,3+1,0 (Yeni),3.Kat,6,Merkezi (Pay Ölçer),Boş,Kooperatiften Tapu,Hayır,2,Genel Fiyat,,,30.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/net-emlaktan-sedir-park-sit-arakat-31-kiralik-daire-19331122,,Yok,,,,,,,,,,,,,,
19330189,05 Mayıs 2026,Konut,Kiralık,Daire,75 m²,90 m²,2+1,5-10,1.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,21.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/ozlem-yardimci-dan-selahaddin-eyyubi-mah-de-kiralik-arakat-daire-19330189,Boş,Yok,,,,,,,,,,,,,,
19329919,23 Mayıs 2026,Konut,Kiralık,Daire,160 m²,175 m²,3+1,4,4.Kat,5,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Kat Mülkiyeti,Evet,1,Genel Fiyat,393,476,26.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/rota-dan-kiralik-gazi-mah-guney-cephe-daire-19329919,,,,Var,1,Açık Balkon,,,,,,,,,,
19329785,05 Mayıs 2026,Konut,Kiralık,Daire,95 m²,100 m²,2+1,16-20,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,26650,5,22.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/kurtulus-insaat-tan-lalebahce-de-21-kiralik-daire-19329785,,,,Yok,,,400 TL,1,,,,,,,,
19329516,05 Mayıs 2026,Konut,Kiralık,Daire,125 m²,160 m²,3+1,4,3.Kat,5,Kombi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Evet,2,Genel Fiyat,1043,7,25.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/zirve-emlak-kiraliyorr-yarenler-31-3-kat-160-m2-garajli-daire-19329516,Boş,Yok,25000 TL,Var,1,Açık Balkon,400 TL,2,İkinci El,Betonarme,5 m²,10 m²,Evet,B Sınıfı,26 m²,3 m²
19328315,25 Mayıs 2026,Konut,Kiralık,Daire,140 m²,150 m²,3+1,5-10,2.Kat,3,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,20.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/ozcelebi-den-parkhayat-yani-31-kiralik-daire-hastane-yani-19328315,,Yok,21000 TL,,,,,,,,,,,,,
19328313,30 Mayıs 2026,Konut,Kiralık,Daire,140 m²,150 m²,3+1,5-10,2.Kat,3,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/ozcelebi-den-parkhayat-yani-esyali-kiralik-daire-31-dogalgazli-19328313,,Yok,25000 TL,,,,,,,,,,,,,
19327781,05 Mayıs 2026,Konut,Kiralık,Daire,55 m²,65 m²,1+1,0 (Yeni),1.Kat,6,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,12.000TL,Konya - Ereğli ,https://www.emlakjet.com/ilan/konya-eregli-atlas-emlak-tan-11-kiralik-daire-1-kat-19327781,Eşyalı,Yok,,,,,,,,,,,,,,
19325893,20 Mayıs 2026,Konut,Kiralık,Daire,80 m²,98 m²,2+1,21 Ve Üzeri,Çatı Katı,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,18.500TL,Konya - Meram ,https://www.emlakjet.com/ilan/talha-tozduman-dan-askan-da-mustakil-cati-kati-21-kiralik-19325893,,Yok,,,,,250 TL,,,,,,,,,
19325391,05 Mayıs 2026,Konut,Kiralık,Daire,120 m²,140 m²,3+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,15.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/ermoradan-real-civarinda-merkezi-konum-kiralik-genis-daire-19325391,,Yok,,,,,,,,,,,,,,
19323745,05 Mayıs 2026,Konut,Kiralık,Daire,180 m²,190 m²,4+1,16-20,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,18965,4,32.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/sahibinden-kiralik-daire-19323745,,,,,,,,,,,,,,,,
19322433,20 Mayıs 2026,Konut,Kiralık,Daire,80 m²,95 m²,2+1,2,Kot 2 (-2).Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,44622,3,18.250TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/ardicli-toki-de-21-h-tipi-konya-manzarali-dairemiz-kiralikktir-19322433,,,,,,,,,,,,,,,,
19321354,08 Mayıs 2026,Konut,Kiralık,Daire,115 m²,150 m²,3+1,21 Ve Üzeri,4.Kat,8,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,20.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/enes-acur-dan-selcuk-ecza-deposu-yani-kiralik-daire-19321354,,Yok,,,,,,,,,,,,,,
19320351,05 Mayıs 2026,Konut,Kiralık,Daire,185 m²,205 m²,4+1,11-15,1.Kat,16,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,Genel Fiyat,,,35.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/konsey-den-yazir-mah-yenikent-prestij-konutlarinda-kiralik-41-19320351,Boş,Yok,,,,,,,,,,,,,,
19320274,16 Mayıs 2026,Konut,Kiralık,Daire,128 m²,150 m²,3+1,0 (Yeni),4.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,Genel Fiyat,925,4,23.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/dagli-emlaktan-yeni-mahallede-19320274,Boş,Yok,23000 TL,Var,2,Açık Balkon,200 TL,2,Sıfır,Betonarme,20 m²,15 m²,,,25 m²,10 m²
19319365,05 Mayıs 2026,Konut,Kiralık,Daire,70 m²,88 m²,2+1,4,1.Kat,3,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Hayır,1,Genel Fiyat,,,18.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/ardicli-emlak-tan-19319365,Boş,Yok,,,,,,,,,,,,,,
19317455,19 Mayıs 2026,Konut,Kiralık,Daire,100 m²,115 m²,2+1,16-20,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,16513,8,19.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/japon-parki-yani-kiralik-21-daire-kombili-100m-19317455,Boş,Yok,,Var,2,,,,İkinci El,Betonarme,,,Evet,,,
19317340,05 Mayıs 2026,Konut,Kiralık,Daire,115 m²,140 m²,3+1,0 (Yeni),4.Kat,10,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,27.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/anadolu-selcuklu-emlaktan-kiralik-31-daire-19317340,Boş,Yok,,,,,,,,,,,,,,
19316006,05 Mayıs 2026,Konut,Kiralık,Müstakil Ev,130 m²,140 m²,3+1,21 Ve Üzeri,,2,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,Genel Fiyat,128,1,20.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/nasreddinden-altunkalemde-mahallesinde-kiralik-esyali-mustakil-ev-19316006,,,,,,,,,,,,,,,,
19314045,05 Mayıs 2026,Konut,Kiralık,Daire,100 m²,130 m²,2+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,17950,1,23.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kosova-mahallesinde-kiralik-21-19314045,,,,,,,,,,,,,,,,
19311557,05 Mayıs 2026,Konut,Kiralık,Daire,115 m²,130 m²,2+1,11-15,5.Kat,10,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,20.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/net-emlaktan-mesaj-cd-uzeri-arakat-bakimli-full-yapili-daire-19311557,,Yok,,,,,,,,,,,,,,
19311304,17 Mayıs 2026,Konut,Kiralık,Daire,110 m²,120 m²,2+1,21 Ve Üzeri,Çatı Katı,2,Sobalı,Boş,Kooperatiften Tapu,Hayır,1,Genel Fiyat,,,6.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/kovanagzi-caddesi-nde-kiralik-21-cati-kati-sobali-daire-19311304,,Yok,,,,,,,,,,,,,,
19310941,05 Mayıs 2026,Konut,Kiralık,Daire,95 m²,130 m²,2+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,28191,1,23.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/kosova-mahallesinde-kiralik-21-daire-19310941,,,,,,,,,,,,,,,,
19309902,23 Mayıs 2026,Konut,Kiralık,Daire,80 m²,85 m²,2+1,11-15,4.Kat,7,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,1462,2,15.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/sahibinden-kozagac-toki-temiz-bakimli-kiralik-daire-19309902,Boş,,15000 TL,Var,1,Kapalı Balkon,500 TL,,,Betonarme,,,,A Sınıfı,,
19309217,05 Mayıs 2026,Konut,Kiralık,Daire,140 m²,160 m²,3+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,2,Genel Fiyat,,,25.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/hidirlik-caddesi-31-kiralik-daire-19309217,,Yok,,,,,,,,,,,,,,
19309181,30 Mayıs 2026,Konut,Kiralık,Daire,80 m²,100 m²,2+1,0 (Yeni),Yüksek Giriş,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,39258,3,20.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/sirin-gayrimenkulden-yaylapinar-mah-kiralik-daire-19309181,,,,,,,,,,,,,,,,
19307631,05 Mayıs 2026,Konut,Kiralık,Daire,150 m²,185 m²,3.5+1,0 (Yeni),Bahçe Katı,10,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Evet,2,Genel Fiyat,,,45.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/yazir-in-gozdesi-altin-yasamda-kiralik-3-51-ultra-luks-daire-19307631,Boş,Yok,,,,,,,,,,,,,,
19307626,05 Mayıs 2026,Konut,Kiralık,Daire,175 m²,205 m²,4.5+1,0 (Yeni),1.Kat,10,Merkezi (Pay Ölçer),Boş,Kat İrtifakı,Evet,2,Genel Fiyat,,,50.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/yazir-gozdesi-altin-yasamda-kiralik-4-51-ultra-luks-daire-19307626,Boş,Yok,,,,,,,,,,,,,,
19307321,05 Mayıs 2026,Konut,Kiralık,Daire,115 m²,150 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,18.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/sancak-mah-guzel-konumda-31-bakimli-4-4-kat-kiralik-daire-19307321,Boş,Yok,,,,,,,,,,,,,,
19307317,05 Mayıs 2026,Konut,Kiralık,Daire,110 m²,140 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,15.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/baris-caddesi-ne-cok-yakin-31-kiralik-19307317,Boş,Yok,,,,,,,,,,,,,,
19306614,16 Mayıs 2026,Konut,Kiralık,Daire,150 m²,170 m²,4+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,Genel Fiyat,,,31.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/nisantasi-mah-41-luks-kiralik-daire-19306614,,Yok,33000 TL,,,,0 TL,,,,,,,,,
19305975,29 Mayıs 2026,Konut,Kiralık,Daire,110 m²,150 m²,3+1,0 (Yeni),2.Kat,6,Merkezi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,Genel Fiyat,,,28.000TL,Konya - Karatay ,https://www.emlakjet.com/ilan/metin-gonulalan-dan-site-ici-31-arakat-kiralik-daire-19305975,,Yok,,,,,,,,,,,,,,
19301788,05 Mayıs 2026,Konut,Kiralık,Daire,135 m²,180 m²,3+1,0 (Yeni),2.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,30.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/gazze-caddesinde-kiralik-cok-genis-31-19301788,,Yok,,,,,,,,,,,,,,
19300732,21 Mayıs 2026,Konut,Kiralık,Daire,145 m²,165 m²,3+1,21 Ve Üzeri,3.Kat,8,Merkezi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,Genel Fiyat,,,24.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/isa-kavak-gayrimenkul-den-kiralik-31-daire-selceklu-ihsaniye-19300732,,,,,,,,,,,,,,,,
19300720,29 Mayıs 2026,Konut,Kiralık,Daire,48 m²,55 m²,1+1,5-10,4.Kat,7,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,20.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/otogar-karsisi-studyo-style-de-11-55m2-esyasiz-boyali-daire-19300720,,Yok,,,,,2200 TL,,,,,,,,,
19300691,21 Mayıs 2026,Konut,Kiralık,Daire,120 m²,140 m²,3+1,16-20,1.Kat,3,Merkezi (Pay Ölçer),Boş,Kooperatiften Tapu,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/isa-kavak-gayrimenkul-den-kiralik-31-daire-meram-alavardi-19300691,,,,,,,,,,,,,,,,
19300664,21 Mayıs 2026,Konut,Kiralık,Daire,145 m²,160 m²,3+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Kooperatiften Tapu,Hayır,1,Genel Fiyat,,,26.500TL,Konya - Meram ,https://www.emlakjet.com/ilan/isa-kavak-gayrimenkul-den-kiralik-31-daire-meram-uzunharmanlar-19300664,,,,,,,,,,,,,,,,
19300524,29 Mayıs 2026,Konut,Kiralık,Daire,70 m²,85 m²,2+1,11-15,5.Kat,7,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,22.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/studyo-park-da-21-85m2-esyali-kiralik-daire-19300524,,Yok,,,,,1000 TL,,,,,,,,,
19300389,23 Mayıs 2026,Konut,Kiralık,Daire,150 m²,170 m²,3+1,16-20,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,1014,731,18.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/rota-dan-kiralik-yeni-mah-mualla-civari-ara-kat-daire-19300389,,,,Var,1,Açık Balkon,,,,,,,,,,
19299966,10 Mayıs 2026,Konut,Kiralık,Daire,110 m²,135 m²,2+1,16-20,4.Kat,6,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,17.500TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/bosna-da-ravza-siteleri-arakat-genis-21-manzarasi-guzel-daire-19299966,,Yok,,,,,,,,,,,,,,
19299833,05 Mayıs 2026,Konut,Kiralık,Daire,80 m²,100 m²,2+1,5-10,5.Kat,6,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,25.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/yazir-mahallesi-21-ara-kat-full-esyali-kiralik-studyo-daire-19299833,Eşyalı,Yok,,,,,,,,,,,,,,
19299831,05 Mayıs 2026,Konut,Kiralık,Daire,68 m²,75 m²,1+1,5-10,4.Kat,7,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,18.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/zenith-ten-residence-hill-de-11-arakat-ful-esyali-kiralik-daire-19299831,Eşyalı,Yok,,,,,,,,,,,,,,
19299477,05 Mayıs 2026,Konut,Kiralık,Daire,120 m²,165 m²,3+1,21 Ve Üzeri,3.Kat,3,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,Genel Fiyat,,,26.000TL,Konya - Meram ,https://www.emlakjet.com/ilan/kadir-dikici-den-sivasli-ali-kemal-caddesinde-kiralik-31-daire-19299477,Boş,Yok,,,,,,,,,,,,,,
19298952,05 Mayıs 2026,Konut,Kiralık,Daire,135 m²,160 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,21.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/hacikaymak-mah-madenciler-sitesi-kiralik-31-daire-19298952,Boş,Yok,,,,,,,,,,,,,,
19298810,12 Mayıs 2026,Konut,Kiralık,Daire,130 m²,160 m²,3+1,16-20,Yüksek Giriş,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,,,22.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/enes-acur-dan-dumlupinar-mah-31-giris-kat-kiralik-daire-19298810,,Yok,,,,,,,,,,,,,,
19298763,05 Mayıs 2026,Konut,Kiralık,Daire,115 m²,135 m²,3+1,1,2.Kat,4,Merkezi (Pay Ölçer),Boş,Tapu Kaydı Yok,Hayır,1,Genel Fiyat,,,23.000TL,Konya - Selçuklu ,https://www.emlakjet.com/ilan/ardicli-tokide-kiralik-31-en-genis-n-tipi-ankastreli-vestiyerli-19298763,,Yok,,,,,,,,,,,,,,
19298028,26 Mayıs 2026,Konut,Kiralık,Daire,45 m²,65 m²,1+1,11-15,2.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,Genel Fiyat,906,309,21.000TL,Konya - Akşehir ,https://www.emlakjet.com/ilan/akcay-emlak-tan-aksehir-carsi-merkezde-esyali-tum-faturalar-dahil-kiralik-11-daire-19298028,,,,,,,,,,,,,,,,
